customer_id,full_name,date_of_birth,country,risk_rating
CUST0477,Ali Guliyev,1997-05-12,AZ,medium
CUST0478,Ismayil Quliyev,1987-10-18,AZ,low
CUST0479,Ali Abdullayeva,1994-09-16,AZ,low
CUST0480,Ismayil Guliyev,1992-09-22,AZ,low
CUST0481,Nigar Aliyev,2003-11-18,AZ,low
CUST0482,Aysel Hasanova,1987-12-14,AZ,low
CUST0483,Gulnar Mammadov,1981-10-15,AZ,low
CUST0484,Tural Hasanova,1962-08-18,AZ,low
CUST0485,Kamran Rzayev,1969-01-24,GE,low
CUST0486,Ismayil Huseynova,1972-07-21,TR,low
CUST0487,Nigar Ismayilova,1974-09-15,AZ,low
CUST0488,Sevda Aliyev,1977-06-06,AZ,low
CUST0489,Tural Rzayev,1998-04-12,AZ,low
CUST0490,Leyla Hasanova,1974-08-06,AZ,low
CUST0491,Ismayil Suleymanov,1996-03-09,AZ,low
CUST0492,Ahmed Ismayilova,1990-09-15,GB,low
CUST0493,Semed Guliyev,1966-03-19,AZ,low
CUST0494,Rashad Quliyev,1990-08-05,AZ,medium
CUST0495,Mahir Quliyev,1965-06-17,AZ,low
CUST0496,Amina Huseynova,1991-01-19,AZ,low
CUST0497,Aysel Huseynova,2001-05-05,AZ,low
CUST0498,Leyla Quliyev,1960-09-25,AZ,low
CUST0499,Gulnar Aliyev,1972-02-25,DE,high
CUST0500,Ali Hasanova,1995-12-06,AZ,low
CUST0501,Ismayil Hasanova,1983-03-21,AZ,medium
CUST0502,Tural Guliyev,1974-11-17,DE,low
CUST0503,Aysel Quliyev,1972-06-18,AZ,low
CUST0504,Ahmed Huseynova,1977-11-18,AZ,high
CUST0505,Nigar Guliyev,2004-08-17,AZ,low
CUST0506,Leyla Huseynova,1970-06-05,AZ,low
CUST0507,Semed Hasanova,1985-07-08,AZ,medium
CUST0508,Ali Hasanova,1971-08-26,AZ,low
CUST0509,Elmar Mammadov,1994-05-08,GE,low
CUST0510,Semed Mammadov,1989-10-16,AZ,low
CUST0511,Gulnar Abdullayeva,1982-09-10,AZ,low
CUST0512,Sevda Rzayev,1983-01-19,AZ,medium
CUST0513,Kamran Quliyev,1983-02-24,AZ,low
CUST0514,Tural Aliyev,1966-06-09,AZ,medium
CUST0515,Sevda Quliyev,1973-12-23,TR,low
CUST0516,Nigar Quliyev,1997-06-18,AZ,medium
CUST0517,Ahmed Rzayev,1968-02-02,TR,low
CUST0518,Aysel Guliyev,1961-02-02,AZ,low
CUST0519,Ismayil Huseynova,2001-04-20,TR,low
CUST0520,Mahir Mammadov,1993-12-24,AZ,low
CUST0521,Leyla Suleymanov,2003-07-02,GB,low
CUST0522,Rashad Ismayilova,1967-11-18,AZ,low
CUST0523,Tural Suleymanov,1961-11-13,TR,medium
CUST0524,Aysel Quliyev,1992-05-25,AZ,low
CUST0525,Gulnar Suleymanov,1993-07-10,AZ,low
CUST0526,Ismayil Huseynova,2001-04-13,GE,low
CUST0527,Elmar Mammadov,1984-05-13,AZ,medium
CUST0528,Nigar Abdullayeva,1975-11-22,AZ,low
CUST0529,Elmar Guliyev,1982-11-08,AZ,low
CUST0530,Amina Guliyev,2002-03-10,AZ,medium
CUST0531,Tural Suleymanov,1976-10-17,AZ,low
CUST0532,Leyla Abdullayeva,1990-12-25,AZ,low
CUST0533,Ali Aliyev,1970-03-07,AZ,high
CUST0534,Ahmed Hasanova,1984-03-05,AZ,low
CUST0535,Semed Guliyev,1973-06-25,TR,low
CUST0536,Elmar Ismayilova,1973-02-01,AZ,medium
CUST0537,Aysel Mammadov,1960-09-23,AZ,medium
CUST0538,Semed Rzayev,2001-10-19,AZ,low
CUST0539,Tural Huseynova,1992-06-21,AZ,low
CUST0540,Rashad Quliyev,1999-02-14,AZ,low
CUST0541,Nigar Huseynova,1961-02-14,AZ,low
CUST0542,Nigar Mammadov,1968-04-13,AZ,low
CUST0543,Aysel Hasanova,1995-02-12,AZ,low
CUST0544,Mahir Mammadov,1988-03-31,AZ,low
CUST0545,Kamran Abdullayeva,1962-08-25,AZ,low
CUST0546,Nigar Quliyev,2004-11-16,AZ,low
CUST0547,Tural Quliyev,1986-06-09,AZ,low
CUST0548,Aysel Suleymanov,1970-11-02,AZ,low
CUST0549,Ali Suleymanov,2000-02-19,AZ,medium
CUST0550,Sevda Huseynova,2004-09-24,AZ,low
CUST0551,Kamran Quliyev,1964-08-24,AZ,high
CUST0552,Leyla Huseynova,1981-11-15,TR,low
CUST0553,Mahir Mammadov,1973-02-17,AZ,low
CUST0554,Mahir Huseynova,1993-10-30,AZ,high
CUST0555,Tural Hasanova,1988-06-19,AZ,low
CUST0556,Gulnar Rzayev,1982-08-31,AZ,medium
CUST0557,Nigar Rzayev,1986-12-20,AZ,low
CUST0558,Sevda Ismayilova,1989-12-04,AZ,medium
CUST0559,Semed Suleymanov,1975-11-10,AZ,low
CUST0560,Elmar Hasanova,1997-05-15,GE,medium
CUST0561,Ahmed Huseynova,1965-06-24,TR,medium
CUST0562,Mahir Abdullayeva,1965-10-21,AZ,low
CUST0563,Gulnar Abdullayeva,1971-08-12,AZ,medium
CUST0564,Amina Quliyev,1977-08-29,AZ,low
CUST0565,Tural Guliyev,1968-03-12,AZ,low
CUST0566,Aysel Huseynova,1962-07-29,AZ,low
CUST0567,Tural Hasanova,1997-02-02,AZ,low
CUST0568,Aysel Ismayilova,1980-03-21,TR,low
CUST0569,Ismayil Abdullayeva,1971-07-16,AZ,low
CUST0570,Ali Aliyev,2004-09-26,AZ,low
CUST0571,Ahmed Rzayev,1981-03-10,AZ,low
CUST0572,Nigar Quliyev,1970-05-08,AZ,low
CUST0573,Ali Quliyev,1992-05-15,AZ,low
CUST0574,Mahir Huseynova,1991-09-02,AZ,low
CUST0575,Gulnar Guliyev,2005-10-27,AZ,low
CUST0576,Amina Abdullayeva,1960-05-29,AZ,low
CUST0577,Elmar Ismayilova,1998-09-09,AZ,medium
CUST0578,Amina Huseynova,1973-07-30,DE,high
CUST0579,Leyla Aliyev,1966-05-20,TR,low
CUST0580,Aysel Abdullayeva,1960-08-08,AZ,medium
CUST0581,Semed Quliyev,1972-10-04,AZ,medium
CUST0582,Ali Ismayilova,1960-09-30,AZ,high
CUST0583,Leyla Guliyev,1964-12-01,AZ,low
CUST0584,Rashad Mammadov,1963-10-12,AZ,low
CUST0585,Amina Abdullayeva,1975-04-09,TR,low
CUST0586,Ismayil Ismayilova,2002-07-17,AZ,high
CUST0587,Ahmed Mammadov,1970-02-20,AZ,medium
CUST0588,Rashad Huseynova,1983-02-18,AZ,low
CUST0589,Ismayil Ismayilova,1996-01-31,AZ,medium
CUST0590,Tural Aliyev,1987-06-19,TR,medium
CUST0591,Nigar Mammadov,1992-02-01,AZ,medium
CUST0592,Ismayil Quliyev,1963-03-05,AZ,medium
CUST0593,Amina Hasanova,1994-05-10,AZ,low
CUST0594,Amina Huseynova,1991-10-25,AZ,low
CUST0595,Gulnar Suleymanov,1994-01-05,AZ,low
CUST0596,Aysel Ismayilova,1968-10-30,AZ,low
CUST0597,Elmar Hasanova,1990-03-14,AZ,medium
CUST0598,Ismayil Huseynova,1971-01-24,AZ,high
CUST0599,Sevda Rzayev,1975-01-13,DE,high
CUST0600,Elmar Aliyev,1969-04-06,AZ,low
CUST0601,Rashad Abdullayeva,2000-10-07,AZ,low
CUST0602,Elmar Mammadov,1980-12-25,AZ,high
CUST0603,Sevda Ismayilova,1997-04-01,AZ,low
CUST0604,Leyla Quliyev,1993-05-16,TR,medium
CUST0605,Leyla Mammadov,1972-08-03,AZ,low
CUST0606,Semed Hasanova,1995-04-06,GE,low
CUST0607,Tural Hasanova,1990-09-23,US,low
CUST0608,Amina Suleymanov,1986-03-18,AZ,medium
CUST0609,Semed Aliyev,1992-01-18,GB,low
CUST0610,Gulnar Aliyev,1960-02-03,AZ,low
CUST0611,Ali Suleymanov,1999-05-18,AZ,low
CUST0612,Ismayil Mammadov,2001-06-06,AZ,medium
CUST0613,Amina Suleymanov,2002-12-27,AZ,low
CUST0614,Gulnar Rzayev,1976-10-07,AZ,low
CUST0615,Tural Mammadov,1966-08-10,AZ,medium
CUST0616,Tural Rzayev,1968-02-22,AZ,low
CUST0617,Leyla Hasanova,1985-10-08,TR,medium
CUST0618,Nigar Huseynova,1964-01-10,AZ,medium
CUST0619,Leyla Aliyev,1970-03-12,AZ,medium
CUST0620,Elmar Abdullayeva,1991-07-19,AZ,low
CUST0621,Amina Abdullayeva,1988-05-19,AZ,medium
CUST0622,Tural Ismayilova,1965-07-10,GE,low
CUST0623,Mahir Guliyev,1978-09-10,AZ,low
CUST0624,Amina Aliyev,2002-07-02,AZ,low
CUST0625,Mahir Hasanova,1986-12-17,AZ,medium
CUST0626,Nigar Rzayev,1998-10-22,AZ,low
CUST0627,Semed Rzayev,1988-03-19,AZ,low
CUST0628,Nigar Quliyev,1999-10-23,AZ,medium
CUST0629,Aysel Rzayev,1984-01-21,AZ,low
CUST0630,Ismayil Huseynova,1975-11-13,AZ,low
CUST0631,Ali Hasanova,2001-04-22,AZ,low
CUST0632,Gulnar Guliyev,1960-02-08,AZ,low
CUST0633,Ahmed Ismayilova,1974-12-30,AZ,low
CUST0634,Leyla Huseynova,1963-09-28,US,medium
CUST0635,Ismayil Aliyev,1973-10-04,AZ,low
CUST0636,Elmar Huseynova,1961-12-13,AZ,low
CUST0637,Semed Rzayev,1993-02-16,AZ,medium
CUST0638,Ismayil Aliyev,1966-11-17,AZ,low
CUST0639,Aysel Abdullayeva,1961-12-31,AZ,low
CUST0640,Tural Hasanova,1984-10-09,AZ,low
CUST0641,Aysel Quliyev,1965-07-08,AZ,medium
CUST0642,Aysel Ismayilova,1966-04-10,AZ,low
CUST0643,Aysel Mammadov,1989-04-05,TR,low
CUST0644,Elmar Mammadov,1964-02-29,AZ,medium
CUST0645,Ali Ismayilova,1976-05-09,AZ,low
CUST0646,Rashad Ismayilova,1987-02-05,AZ,low
CUST0647,Ali Mammadov,2001-09-30,AZ,low
CUST0648,Nigar Abdullayeva,1997-11-24,AZ,high
CUST0649,Leyla Aliyev,1972-06-17,AZ,medium
CUST0650,Semed Quliyev,1982-12-15,AZ,low
CUST0651,Ahmed Suleymanov,1978-01-13,AZ,low
CUST0652,Aysel Rzayev,1991-11-27,AZ,low
CUST0653,Aysel Mammadov,1976-11-27,AZ,low
CUST0654,Leyla Abdullayeva,1990-03-07,AZ,medium
CUST0655,Ali Ismayilova,1967-01-17,AZ,high
CUST0656,Tural Suleymanov,1982-12-15,GE,medium
CUST0657,Ali Suleymanov,1977-07-05,AZ,low
CUST0658,Aysel Rzayev,1974-11-09,AZ,medium
CUST0659,Amina Hasanova,2005-07-17,AZ,low
CUST0660,Kamran Ismayilova,1984-10-19,AZ,low
CUST0661,Rashad Abdullayeva,2001-04-16,AZ,low
CUST0662,Elmar Aliyev,1998-11-17,AZ,low
CUST0663,Ismayil Rzayev,1960-09-04,AZ,low
CUST0664,Amina Suleymanov,1993-06-27,AZ,low
CUST0665,Elmar Suleymanov,1999-08-26,AZ,medium
CUST0666,Mahir Ismayilova,2004-04-04,AZ,low
CUST0667,Leyla Aliyev,1963-05-06,AZ,low
CUST0668,Semed Abdullayeva,1965-03-04,AZ,low
CUST0669,Leyla Aliyev,1971-05-27,AZ,medium
CUST0670,Sevda Mammadov,1981-10-30,AZ,low
CUST0671,Amina Guliyev,1978-08-05,TR,low
CUST0672,Leyla Quliyev,1979-06-04,AZ,low
CUST0673,Ismayil Hasanova,1966-03-31,AZ,low
CUST0674,Sevda Guliyev,1978-10-11,AZ,low
CUST0675,Ahmed Ismayilova,1961-06-06,AZ,medium
CUST0676,Ahmed Ismayilova,1960-01-26,AZ,low
CUST0677,Ahmed Ismayilova,1961-07-24,AZ,low
CUST0678,Tural Abdullayeva,1996-07-15,GB,medium
CUST0679,Gulnar Quliyev,1993-02-12,GB,low
CUST0680,Gulnar Aliyev,2004-11-09,AZ,low
CUST0681,Kamran Ismayilova,1972-09-04,AZ,low
CUST0682,Elmar Abdullayeva,1972-11-26,AZ,medium
CUST0683,Ismayil Rzayev,1964-06-30,AZ,high
CUST0684,Gulnar Ismayilova,1964-03-22,AZ,low
CUST0685,Rashad Ismayilova,2000-03-10,AZ,low
CUST0686,Aysel Huseynova,1984-04-28,AZ,low
CUST0687,Sevda Rzayev,2001-05-08,DE,low
CUST0688,Gulnar Guliyev,1973-12-14,AZ,medium
CUST0689,Elmar Mammadov,2004-07-03,AZ,low
CUST0690,Gulnar Huseynova,1960-07-01,AZ,low
CUST0691,Nigar Aliyev,2002-11-26,AZ,low
CUST0692,Semed Abdullayeva,1966-04-08,AZ,low
CUST0693,Elmar Ismayilova,1987-10-17,AZ,low
CUST0694,Sevda Huseynova,1969-01-16,AZ,low
CUST0695,Amina Hasanova,2002-07-15,AZ,low
CUST0696,Aysel Aliyev,1991-09-27,AZ,low
CUST0697,Nigar Abdullayeva,1960-07-31,AZ,low
CUST0698,Ismayil Aliyev,1982-12-05,AZ,medium
CUST0699,Semed Guliyev,1997-10-27,AZ,low
CUST0700,Aysel Aliyev,1980-12-04,AZ,low
CUST0701,Rashad Quliyev,1966-01-14,AZ,low
CUST0702,Kamran Huseynova,2001-07-24,DE,low
CUST0703,Tural Huseynova,1979-11-30,AZ,low
CUST0704,Ahmed Quliyev,1961-07-14,AZ,low
CUST0705,Ahmed Ismayilova,1994-12-21,AZ,low
CUST0706,Ahmed Aliyev,1978-06-13,GB,low
CUST0707,Nigar Abdullayeva,1977-07-31,AZ,low
CUST0708,Tural Mammadov,1994-11-06,AZ,low
CUST0709,Mahir Guliyev,1966-03-13,AZ,low
CUST0710,Kamran Suleymanov,1964-04-21,AZ,low
CUST0711,Ahmed Ismayilova,1980-06-17,AZ,low
CUST0712,Semed Suleymanov,1963-07-22,AZ,low
CUST0713,Gulnar Suleymanov,1965-11-18,AZ,medium
CUST0714,Rashad Aliyev,1985-09-06,AZ,low
CUST0715,Rashad Hasanova,1963-10-16,AZ,low
CUST0716,Mahir Mammadov,1975-11-27,AZ,low
CUST0717,Rashad Hasanova,1985-12-02,AZ,low
CUST0718,Gulnar Suleymanov,2001-12-21,AZ,medium
CUST0719,Elmar Huseynova,1974-01-07,AZ,medium
CUST0720,Ali Hasanova,1987-03-20,TR,low
CUST0721,Aysel Huseynova,1973-09-19,AZ,medium
CUST0722,Ahmed Quliyev,1980-06-14,AZ,low
CUST0723,Amina Guliyev,2004-09-13,AZ,low
CUST0724,Mahir Quliyev,1993-11-29,AZ,medium
CUST0725,Amina Quliyev,1965-12-03,AZ,low
CUST0726,Ismayil Abdullayeva,1965-02-27,AZ,low
CUST0727,Nigar Rzayev,1970-03-15,AZ,low
CUST0728,Nigar Guliyev,2000-05-30,AZ,low
CUST0729,Mahir Aliyev,1982-02-27,AZ,low
CUST0730,Gulnar Rzayev,1972-05-02,AZ,low
CUST0731,Ismayil Suleymanov,1999-02-28,DE,low
CUST0732,Ahmed Huseynova,1962-01-20,AZ,low
CUST0733,Amina Huseynova,1966-06-10,AZ,medium
CUST0734,Gulnar Quliyev,1961-09-23,AZ,low
CUST0735,Rashad Quliyev,1990-01-08,TR,low
CUST0736,Semed Ismayilova,1968-01-29,US,medium
CUST0737,Ahmed Huseynova,1964-09-15,AZ,low
CUST0738,Nigar Hasanova,1973-06-17,GE,low
CUST0739,Sevda Aliyev,1997-03-30,AZ,low
CUST0740,Ismayil Abdullayeva,1968-01-11,AZ,medium
CUST0741,Leyla Huseynova,1983-11-27,AZ,low
CUST0742,Ahmed Abdullayeva,1985-03-05,AZ,low
CUST0743,Elmar Quliyev,1996-05-21,AZ,medium
CUST0744,Mahir Guliyev,2005-01-03,AZ,low
CUST0745,Leyla Ismayilova,1973-01-22,AZ,low
CUST0746,Rashad Rzayev,1977-08-06,AZ,low
CUST0747,Elmar Ismayilova,1997-06-11,AZ,low
CUST0748,Aysel Guliyev,1998-08-29,AZ,low
CUST0749,Rashad Suleymanov,1979-10-22,TR,medium
CUST0750,Ahmed Quliyev,1972-05-13,AZ,low
CUST0751,Nigar Suleymanov,1981-06-28,AZ,low
CUST0752,Leyla Rzayev,1973-09-02,AZ,low
CUST0753,Aysel Hasanova,1999-09-27,AZ,low
CUST0754,Amina Aliyev,1961-04-22,AZ,medium
CUST0755,Elmar Quliyev,1994-10-03,AZ,low
CUST0756,Nigar Huseynova,1972-03-07,AZ,low
CUST0757,Ismayil Ismayilova,1985-03-20,AZ,low
CUST0758,Ismayil Ismayilova,1988-06-06,AZ,low
CUST0759,Sevda Ismayilova,1962-12-10,AZ,low
CUST0760,Amina Quliyev,1990-08-28,AZ,low
CUST0761,Nigar Mammadov,1980-06-15,AZ,high
CUST0762,Sevda Quliyev,1971-03-21,AZ,medium
CUST0763,Semed Rzayev,1997-09-05,TR,low
CUST0764,Semed Rzayev,1995-02-17,AZ,medium
CUST0765,Mahir Hasanova,1982-02-14,AZ,low
CUST0766,Semed Guliyev,1985-10-27,AZ,medium
CUST0767,Ismayil Mammadov,1965-01-30,AZ,low
CUST0768,Ali Rzayev,1996-02-12,US,medium
CUST0769,Aysel Guliyev,1992-04-06,AZ,low
CUST0770,Ismayil Mammadov,2002-06-12,TR,low
CUST0771,Semed Hasanova,1965-09-27,US,low
CUST0772,Elmar Ismayilova,1964-08-27,GE,low
CUST0773,Semed Hasanova,2005-09-14,AZ,low
CUST0774,Amina Mammadov,1978-12-15,AZ,low
CUST0775,Kamran Abdullayeva,2001-01-20,AZ,low
CUST0776,Ahmed Huseynova,1984-07-16,AZ,low
CUST0777,Aysel Rzayev,1997-02-21,AZ,low
CUST0778,Ali Mammadov,1975-09-26,AZ,medium
CUST0779,Aysel Rzayev,1989-03-13,AZ,high
CUST0780,Kamran Rzayev,2003-12-20,AZ,low
CUST0781,Ali Quliyev,1982-01-17,AZ,low
CUST0782,Ahmed Huseynova,1980-10-30,AZ,low
CUST0783,Elmar Guliyev,1962-12-10,AZ,medium
CUST0784,Ali Rzayev,1970-01-31,AZ,low
CUST0785,Elmar Aliyev,2003-04-26,AZ,low
CUST0786,Kamran Ismayilova,1984-05-15,AZ,low
CUST0787,Kamran Quliyev,1971-12-01,AZ,low
CUST0788,Ismayil Huseynova,1988-02-28,AZ,low
CUST0789,Nigar Quliyev,1965-01-15,AZ,low
CUST0790,Sevda Abdullayeva,1980-09-24,AZ,low
CUST0791,Rashad Guliyev,1961-03-30,AZ,medium
CUST0792,Amina Abdullayeva,1986-09-05,AZ,low
CUST0793,Gulnar Rzayev,1997-03-13,AZ,low
CUST0794,Gulnar Huseynova,1964-06-12,AZ,medium
CUST0795,Leyla Huseynova,1960-06-27,AZ,low
CUST0796,Sevda Mammadov,1995-09-16,AZ,low
CUST0797,Nigar Abdullayeva,1996-03-14,AZ,low
CUST0798,Aysel Ismayilova,1976-10-05,AZ,low
CUST0799,Ali Mammadov,1978-07-14,AZ,low
CUST0800,Aysel Guliyev,1990-02-17,AZ,medium
CUST0801,Sevda Hasanova,1961-10-28,AZ,low
CUST0802,Ismayil Guliyev,1995-07-26,AZ,low
CUST0803,Leyla Suleymanov,1964-02-23,AZ,medium
CUST0804,Amina Ismayilova,1997-05-15,AZ,low
CUST0805,Gulnar Rzayev,1991-06-23,AZ,medium
CUST0806,Semed Hasanova,1983-10-26,AZ,low
CUST0807,Elmar Huseynova,1983-05-30,AZ,low
CUST0808,Ahmed Huseynova,1963-04-08,AZ,low
CUST0809,Ali Guliyev,1960-07-21,AZ,low
CUST0810,Ismayil Quliyev,1979-11-16,GE,low
CUST0811,Kamran Suleymanov,1964-12-17,AZ,low
CUST0812,Gulnar Mammadov,1998-07-15,AZ,low
CUST0813,Nigar Quliyev,1963-03-03,AZ,low
CUST0814,Mahir Suleymanov,1971-11-04,AZ,low
CUST0815,Nigar Suleymanov,1988-04-19,AZ,low
CUST0816,Gulnar Hasanova,1998-06-25,AZ,low
CUST0817,Aysel Abdullayeva,1991-07-05,AZ,low
CUST0818,Tural Ismayilova,1999-03-13,AZ,medium
CUST0819,Tural Mammadov,1981-11-08,GE,low
CUST0820,Ismayil Aliyev,2002-12-23,AZ,low
CUST0821,Leyla Huseynova,1987-10-12,AZ,low
CUST0822,Mahir Guliyev,1983-08-02,AZ,low
CUST0823,Sevda Quliyev,2000-03-15,AZ,low
CUST0824,Leyla Rzayev,1985-03-22,AZ,low
CUST0825,Semed Rzayev,1996-10-17,AZ,medium
CUST0826,Elmar Hasanova,1974-01-23,AZ,medium
CUST0827,Elmar Suleymanov,1975-09-04,AZ,low
CUST0828,Gulnar Ismayilova,1994-05-12,AZ,low
CUST0829,Ismayil Hasanova,1971-12-06,AZ,low
CUST0830,Ismayil Guliyev,1987-09-03,GB,low
CUST0831,Ismayil Suleymanov,1995-05-24,US,low
CUST0832,Mahir Huseynova,1963-01-05,AZ,medium
CUST0833,Nigar Huseynova,1989-09-09,AZ,low
CUST0834,Sevda Abdullayeva,1981-08-05,AZ,medium
CUST0835,Nigar Suleymanov,1971-12-10,AZ,low
CUST0836,Ahmed Quliyev,1989-12-12,AZ,low
CUST0837,Kamran Guliyev,1970-08-16,AZ,low
CUST0838,Tural Aliyev,1993-03-03,AZ,low
CUST0839,Mahir Guliyev,1992-07-12,AZ,low
CUST0840,Elmar Hasanova,1978-07-15,AZ,low
CUST0841,Aysel Hasanova,1961-02-13,AZ,low
CUST0842,Aysel Mammadov,1983-01-31,AZ,low
CUST0843,Mahir Aliyev,1960-08-27,AZ,low
CUST0844,Tural Suleymanov,1994-06-11,AZ,low
CUST0845,Ismayil Hasanova,1978-05-13,AZ,high
CUST0846,Ahmed Aliyev,1962-02-09,AZ,medium
CUST0847,Kamran Rzayev,2002-08-01,AZ,low
CUST0848,Elmar Aliyev,1977-01-17,AZ,low
CUST0849,Aysel Guliyev,1996-06-01,AZ,low
CUST0850,Nigar Rzayev,1991-11-02,AZ,low
CUST0851,Nigar Mammadov,1981-06-23,AZ,medium
CUST0852,Nigar Huseynova,1967-11-15,AZ,medium
CUST0853,Mahir Rzayev,1977-11-23,AZ,low
CUST0854,Elmar Aliyev,1979-09-17,GB,low
CUST0855,Nigar Guliyev,1998-12-18,AZ,low
CUST0856,Aysel Suleymanov,1996-07-12,AZ,low
CUST0857,Ismayil Mammadov,2004-03-30,AZ,low
CUST0858,Mahir Mammadov,1960-07-08,AZ,low
CUST0859,Gulnar Suleymanov,1970-07-16,AZ,low
CUST0860,Ahmed Quliyev,1994-11-11,AZ,low
CUST0861,Ahmed Rzayev,1991-09-14,AZ,low
CUST0862,Ali Aliyev,1975-07-17,AZ,low
CUST0863,Aysel Ismayilova,2004-09-11,GB,low
CUST0864,Nigar Huseynova,1961-05-23,AZ,low
CUST0865,Ismayil Suleymanov,1968-10-04,AZ,medium
CUST0866,Aysel Guliyev,1988-06-26,AZ,low
CUST0867,Nigar Guliyev,1983-06-01,AZ,low
CUST0868,Tural Suleymanov,2005-04-14,AZ,medium
CUST0869,Gulnar Quliyev,2004-12-06,AZ,low
CUST0870,Semed Aliyev,1980-05-16,AZ,low
CUST0871,Ismayil Huseynova,1963-12-19,TR,low
CUST0872,Amina Suleymanov,2001-12-22,TR,low
CUST0873,Ahmed Abdullayeva,1998-05-02,AZ,low
CUST0874,Gulnar Huseynova,1964-08-23,AZ,medium
CUST0875,Elmar Aliyev,1998-03-26,AZ,medium
CUST0876,Mahir Ismayilova,1965-10-07,AZ,low
CUST0877,Nigar Hasanova,1961-02-14,GE,low
CUST0878,Ismayil Hasanova,1984-08-24,AZ,medium
CUST0879,Tural Mammadov,1995-02-12,TR,medium
CUST0880,Rashad Hasanova,1973-08-21,TR,low
CUST0881,Amina Abdullayeva,1975-10-05,AZ,low
CUST0882,Amina Mammadov,2002-10-19,AZ,medium
CUST0883,Ali Rzayev,1968-10-21,AZ,medium
CUST0884,Nigar Mammadov,1974-11-06,AZ,low
CUST0885,Rashad Aliyev,1963-04-09,AZ,medium
CUST0886,Ali Mammadov,1997-02-12,AZ,low
CUST0887,Nigar Mammadov,1961-12-15,AZ,low
CUST0888,Sevda Abdullayeva,1997-11-29,AZ,low
CUST0889,Elmar Hasanova,2005-02-10,AZ,low
CUST0890,Rashad Ismayilova,1965-04-15,AZ,low
CUST0891,Semed Huseynova,1970-03-20,AZ,low
CUST0892,Ismayil Rzayev,1982-06-06,TR,medium
CUST0893,Elmar Rzayev,1980-02-27,AZ,low
CUST0894,Ali Rzayev,1982-08-21,AZ,low
CUST0895,Mahir Rzayev,1994-07-13,AZ,low
CUST0896,Sevda Mammadov,1972-05-08,GB,low
CUST0897,Amina Abdullayeva,1978-06-18,AZ,low
CUST0898,Nigar Ismayilova,1971-09-15,AZ,low
CUST0899,Mahir Mammadov,1985-11-07,DE,low
CUST0900,Aysel Mammadov,1961-11-30,AZ,low
CUST0901,Sevda Rzayev,1997-03-14,AZ,low
CUST0902,Amina Guliyev,1966-05-04,AZ,low
CUST0903,Mahir Rzayev,1967-11-20,GB,low
CUST0904,Amina Quliyev,1996-04-13,AZ,low
CUST0905,Mahir Rzayev,2000-06-09,AZ,medium
CUST0906,Sevda Abdullayeva,1975-10-14,AZ,medium
CUST0907,Mahir Aliyev,1973-06-26,AZ,low
CUST0908,Elmar Ismayilova,1994-04-18,AZ,medium
CUST0909,Nigar Abdullayeva,1997-08-16,AZ,low
CUST0910,Gulnar Suleymanov,1969-10-21,AZ,low
CUST0911,Elmar Quliyev,1982-01-19,AZ,low
CUST0912,Ismayil Guliyev,1992-03-15,AZ,medium
CUST0913,Kamran Abdullayeva,1969-07-12,TR,medium
CUST0914,Kamran Hasanova,1983-11-17,AZ,medium
CUST0915,Semed Abdullayeva,2002-04-01,AZ,low
CUST0916,Sevda Huseynova,1964-09-20,AZ,low
CUST0917,Amina Aliyev,1971-11-05,AZ,low
CUST0918,Semed Huseynova,1964-08-28,AZ,medium
CUST0919,Aysel Mammadov,2005-06-08,AZ,low
CUST0920,Gulnar Quliyev,1962-02-04,AZ,low
CUST0921,Aysel Suleymanov,2001-03-21,AZ,low
CUST0922,Ismayil Huseynova,1960-10-17,AZ,low
CUST0923,Gulnar Hasanova,1984-02-16,AZ,low
CUST0924,Aysel Mammadov,1992-03-01,AZ,medium
CUST0925,Semed Abdullayeva,1985-03-01,AZ,low
CUST0926,Ali Abdullayeva,1979-05-22,TR,low
CUST0927,Ismayil Aliyev,1995-11-07,TR,low
CUST0928,Ali Abdullayeva,1996-07-18,AZ,low
CUST0929,Nigar Ismayilova,1960-07-23,AZ,low
CUST0930,Elmar Mammadov,1987-08-14,GB,low
CUST0931,Ali Suleymanov,1976-09-28,AZ,medium
CUST0932,Kamran Suleymanov,1984-10-31,DE,low
CUST0933,Elmar Ismayilova,1983-05-09,AZ,low
CUST0934,Nigar Quliyev,1979-09-23,AZ,low
CUST0935,Mahir Suleymanov,1962-10-12,AZ,medium
CUST0936,Mahir Ismayilova,1986-11-14,AZ,medium
CUST0937,Tural Abdullayeva,1962-03-14,AZ,low
CUST0938,Ismayil Ismayilova,2002-05-13,AZ,low
CUST0939,Kamran Mammadov,2003-01-12,AZ,low
CUST0940,Ahmed Guliyev,1981-10-14,US,low
CUST0941,Gulnar Suleymanov,1968-11-14,AZ,medium
CUST0942,Nigar Hasanova,1967-12-25,AZ,medium
CUST0943,Sevda Abdullayeva,1961-07-20,AZ,high
CUST0944,Ismayil Abdullayeva,1973-05-18,AZ,low
CUST0945,Tural Ismayilova,1986-12-18,AZ,low
CUST0946,Aysel Guliyev,1991-08-21,AZ,low
CUST0947,Mahir Ismayilova,1996-03-03,AZ,low
CUST0948,Nigar Suleymanov,1978-02-25,AZ,low
CUST0949,Nigar Aliyev,1987-05-31,AZ,low
CUST0950,Ismayil Quliyev,1964-05-25,GB,low
